ASV,ITT,IWS,STT,SWS,TTT,TWS
a5656280c3e170be56abbe6445456749,0,3,0,0,0,0
2f76871341f84aebd1a60cbe2fc9590c,0,2,0,0,0,0
aabd47234cc0364df53bed6ef023e3fb,0,2,0,0,0,0
6e8538ee7e4fbf3b1fa20411db1df872,0,1,0,0,0,0
af032c3e5c7001b602a6d97dddc0b2e4,0,2,0,0,0,0
779ab68da779d295a31f94ddea60c35b,0,3,0,0,0,0
c52a17b6a6f39b36f58592d90f6072f2,0,2,0,0,0,0
4b8188dc2542e97e2f3c388d59427a8f,0,4,0,0,0,0
7e06a3d4bca8c821202a18d1851a4c7f,0,2,0,0,0,0
21ec39657d5cfc2c86e5014edd390708,0,9,0,0,0,0
195f8f9149316ea1087a7651f0fed054,0,3,0,0,0,0
68e484fd0c0510010febc5e50cd66d80,0,1,0,0,0,0
8fd372ec99a7028f0ab5e7c9f8547be2,0,4,0,0,0,0
ac889d23bb1d1730f9b0b8f27f463f3d,0,2,0,0,0,0
80f373c59c4ef56fcbc94a51844f69cb,0,3,0,0,0,0
2a027d21dee52ee1930e8ab5aa5d29a8,0,0,0,0,0,2
1e3f13ef07e9f728932dd92e5fc91f65,0,1,0,0,0,5
c7e4f5fb24f6c497ec32f5d3133dd58e,0,6,0,0,0,0
f34e0b8c80d7833bdf533a75098b2efc,0,6,0,0,0,0
7cb63b31e4b5fcd6534c82f68f337cd5,0,3,0,0,0,0
3fc43349026084c7189ba132053cd445,0,3,0,0,0,0
a252a08e3c84620d9e020f7619548791,0,4,0,0,0,0
a28e3ff3e0a058836838ae3492f05276,0,9,0,0,0,0
655bdc027aed2c6ae4fd956c524ac405,0,3,0,0,0,0
fab48f93c30038c06f73e614931bb001,0,3,0,0,0,0
f902219538bd7ff5682dc025860965f9,0,8,0,0,0,0
34ba1e3271989414229027898cd5d44a,0,4,0,0,0,0
5c8031191c0213f25bb209b610db3b26,0,3,0,0,0,0
61cf73218419f88d1d8604f2b876d4e6,0,2,0,0,0,0
76ac2e4a1bc867122290153ec5bc1247,0,2,0,0,0,0
c3c3b58e740f98aee07149bea685b389,0,2,0,0,0,0
da089a15c7bcbfdcd9d63670df11cd4f,0,4,0,0,0,0
87226c698b4796f046bde12dd1a2e84b,0,4,0,0,0,0
9dd96b72c014bcb17d34b5374c4aa436,0,6,0,0,0,0
e194610c4d0922038ab080c6c9feed8f,0,1,0,0,0,0
9ef03a9194db1228069c5fc8c6871d8d,0,6,0,0,0,0
02216f03f6370fd034c136f8f4db5f04,0,4,0,0,0,0
43995fb5094d18af9469ae27f13fc220,0,5,0,0,0,0
4b9cf11b57b6a11c15640451d077f575,0,2,0,0,0,0
1670e07b0dfc5daf12f11b0058589224,0,5,0,0,0,0
c1b06c12e0a36e298de57c969d0f9a9c,0,0,0,0,0,1
c69dd73b0c0fb49c330dbd5c3f962b22,0,3,0,0,0,0
fa924a2faa28d8796386f283c4bb0bb1,0,1,0,0,0,0
16461a4545f4ee7cda1e2e3f9be14e89,0,9,0,0,0,0
76d82fe4aebec8839da856ae6a9a63b6,0,7,0,0,0,0
f4187519563396c7822f6d064020c4cb,0,5,0,0,0,0
1620ad4d414cd5e9582f4458e732a21a,0,1,0,0,0,0
60e2a62155274f123592533f3b4f2e93,0,6,0,0,0,0
202f18c8e2ff4eb0b396c07baddc98d9,0,4,0,0,0,0
3b53b12934e608f997530d0f78e70add,0,4,0,0,0,0
23fd7d5af165aeace04c4a7d49772b28,0,2,0,0,0,0
edc5742c7801e634bc068a918a3ff7b5,0,2,0,0,0,0
71611ab3305a52c07696987638294232,0,3,0,0,0,0
ec9d10ba64690875ee0bd6b800f1a7a1,0,3,0,0,0,0
219d5332910bad5eb5a4d0d7ae6493f3,0,2,0,0,0,0
670f38add60c24b033f64b3b5e24e929,0,7,0,0,0,0
751d07f17cb94b3e30fbfe5df5b4ea1d,0,4,0,0,0,0
30aa6952f487b5c410d6025cc03b394e,0,5,0,0,0,0
af47240c7440c7ce255c9cfcde11ae50,0,1,0,0,0,0
15f6ab014eef9a03bef678f70c539bc7,0,5,0,0,0,0
fa464bfc53b8c1e70453519fd5534d51,0,2,0,0,0,0
cde553ba717c10f2bd26d4352378e3ea,0,4,0,0,0,0
bce96277f86c393083d9e7fdd2672eab,0,5,0,0,0,0
5df331d25470de119a03c975d3f0a08d,0,3,0,0,0,0
7076e123e800ca92d171ee2ec79514b3,0,2,0,0,0,0
2c6cc2a3cf194897941f1fe770d95b12,0,6,0,0,0,0
dbe143690b1d58e00a222438cac0c248,0,2,0,0,0,0
c3d8f339319b3ae00e52b41f5af9e1f1,0,3,0,0,0,0
1172f23c739dddfd16266bb2b1bffea2,0,1,0,0,0,0
d00ee48510f4ca35ec5ba9380e45178b,0,7,0,0,0,0
88c083cb264484ee1638ab4112da412f,0,0,3,0,0,0
616a37568c0904882411bc90eec5bed6,0,0,5,0,0,0
1b3ab84c39e81208b7483744b0155982,0,0,5,0,0,0
71056bc840f280f6bf2135a2e10d0d23,0,0,4,0,0,0
5817bd4b0897105b9ce4957a6ea0e885,0,0,1,0,0,0
39b00064ff12b872d8d47197091183db,0,0,9,0,0,0
1ccd81b882efc7b0bf8a4769f88b9d9a,0,0,5,0,0,0
938574f09b318eb0190d0b5af89b3e62,0,0,2,0,0,0
a5e2d686413a22cf85d92a58b678ae39,0,0,4,0,0,0
204777461e141b6e4d87cfdf930672d8,0,0,2,0,0,0
4a058d35f7bd7b2534939f9903dd5d23,0,0,4,0,0,0
4443296b5cbb3ee846e7cf4256e7cf9b,0,0,4,0,0,0
b1fba6be4c443643f3ca8654d88d2b24,0,0,4,0,0,0
1c6cdd35915c242e705f7f86fd4904ed,0,0,4,0,0,0
18e909a79174c94be0f8fd1743f5afe6,0,0,6,0,0,0
bdc40875db09acc0c3834e8ab760cef4,0,0,6,0,0,0
9d2b8b057827a6f2e2d8ee8e8ec1ec1d,0,0,10,0,0,0
de217a040cee6a1b45efadffa736efbf,0,0,8,0,0,0
a970d447a873d5653f0defa058fdd2b1,0,0,9,0,0,0
4067fa77e9117c848af0fde104324d98,0,0,10,0,0,0
7d37d322dc5f83b7354e77a6a5487b1a,0,0,8,0,0,0
37f734119b7607c61d64caeaa4f5dd2f,0,0,5,0,0,0
b49130d490d53d526a17965e792181ae,0,0,4,0,0,0
eb30dbd41d7a7201accbab63e4f5eedd,0,0,4,2,0,0
ad05b9d25dc9bb315dae011e397b3884,0,0,2,0,0,0
dcd4d465d8b4b1d59ffe5a7a5bd43dbf,0,0,8,0,0,0
55a3b889416a223c14bcd700d6b12ff9,0,0,3,0,0,0
02196501c269d2d9352e423298bc5ebf,0,0,7,0,0,0
ff55fb9d0ad72d3f6034757e59d1f64c,0,0,1,0,0,0
9de6fb23a511f5d8c5e9f24c2d41750d,0,0,5,0,0,0
60db06b779bd1470b2696c0c792effe9,0,0,8,0,0,0
4adbdd578a04ce6b09b61e2c77d95836,0,0,7,0,0,0
c643c5dc1e55cfa79f99e3f2877b4b97,0,0,7,0,0,0
728eb914df7a0cd80b3034b14ecbe4eb,0,0,3,0,0,0
6674b1c544e75620f3fe99ee19db8814,0,0,6,0,0,0
13ffc169f52aff5a553d5735d2496de7,0,0,1,0,0,0
f8d5f535ec2bcd192f9f8b67c33f382c,0,0,7,0,0,0
2d9c6a35cfbd47ac83bfca420628e02d,0,0,5,0,0,0
8aed3ffe4c46b9cc63420c759398e773,0,0,4,0,0,0
3d617178b386e96a257559be4efce6dc,0,0,5,0,0,0
9ac2dffe68e665a596257087c6f6c001,0,0,6,0,0,0
a9882c164ad1551af53fa815e46b1557,0,0,8,0,0,0
9c002ac16e0d8660a7c9f836c1aa5e60,0,0,3,0,0,0
57a9faa3ef73b4bf7f41c1c6487346a0,0,0,2,0,0,0
0a2b60e548c710f79a17840ad6e4a0f0,0,0,3,0,0,0
5fd77f6493f2ac6632edaefbb5bac881,0,0,4,0,0,0
af19e0358385700b66c7d8c41f6f470d,0,0,4,0,0,0
023671f903e9aeb2254a60f55f47f2f2,0,0,4,0,0,0
fec94631cdb0016d868765337a5ca210,0,0,2,0,0,0
5f16252e08e466c451fd73c71585fd00,0,0,4,0,0,0
0b9d4901cae1832ca539a89edab342a2,0,0,4,1,0,0
f1e3dd1d7644e467eecdaf6d68024e5c,0,0,2,0,0,0
77752aaa314b710da5b035423a72994a,0,0,2,0,0,0
099345c343e6ec1109c3a839cb5d2142,0,0,2,0,0,0
6b80709946ffe2d110d61cd3761f2a7e,0,0,1,0,0,0
cbd0620422d7babeadbbeaa6ed568559,0,0,1,0,0,0
5b278a8af91e9f7d4790f4aa0354bba4,0,0,2,0,0,0
bdf4493b0cb7bae2f1942535cdb55f2d,0,0,3,0,0,0
c6b78ba285d5e250ea1aaab94551ebdc,0,0,2,0,0,0
40f776ca0f9a87339fb3293f8d5b5faf,0,0,7,0,0,0
f7148e42762eb9bf210f532e1f706681,0,0,6,0,0,0
9c524036e2b8ac94a67e2badce32d2cd,0,0,4,0,0,0
c97191e7c910a023428d3134161ed5ac,0,0,1,0,0,0
cba3df3f5b72137d48802a660a6e0764,0,0,2,0,0,0
74d2cda7da06be1e95aac000f8bf4096,0,0,2,0,0,0
b152079d6265ab5b084e7edd73b86257,0,0,6,0,0,0
195c0bbb31c9e284a809bd68b70f95a9,0,0,2,0,0,2
b19d48117b7338ca89744db4354ddd2c,0,0,4,0,0,0
6d8bf3c58cec3a4a478ac69c0b7ec073,0,0,3,0,0,0
77e03f993ae279a0e5eea8c002e9a5d7,0,0,2,0,0,0
f350797e65da2f3c4e03668536a206d7,0,0,4,0,0,0
140318c59bcb263c7ae99cd0a7484ab9,0,0,5,0,0,0
969f8894eecd72f752cae1e325d2ded9,0,0,4,0,0,0
17c1409970ba00c028a3b99bc0946e21,0,0,1,0,0,0
a2466564c09d08e2f7997a78e65f3ec6,0,0,3,0,0,0
93b8d5d0bb928130a116aa6c9a428c81,0,0,2,0,0,0
0edf7ba6f90ddf6338811ff9ceabe506,0,0,4,0,0,0
a89a16c3bd90f3c6ca1df6903cd63e0e,0,0,3,0,0,0
2815b4611a756a62772ec0f619bcd1d5,0,0,4,0,0,0
98d23c5d4d9c8e08b1b0f5c3e10d3821,0,0,1,0,0,0
d8d75e62e06594f085968fa9918c38db,0,0,6,0,0,0
151ffba17e0bff1f9d3930c9e488f4ad,0,0,5,0,0,0
c6ecb9ed3316b432920b96245ceec458,0,0,5,0,0,0
fe686213da7363d1c622b2d541c0512b,0,0,2,0,0,0
ac0cc6657b2b2c259b2425f8c04a840f,0,0,4,0,0,0
4ad8564ba263d66fb5122db36aa2894d,0,0,6,0,0,0
2e002322d7737bbf7eb25a743676a0e9,0,0,8,0,0,0
80312ee53c949cdc3eaf9c184dee4d9c,0,0,3,0,0,0
a519bd7954d65c7cdee3d70b86ef18db,0,0,6,0,0,0
aca745f8be318807eee6e4d870ce4474,0,0,3,0,0,0
7ad945d68b213911ddca9a4e87938563,0,0,7,0,0,0
ed056e302457a94590d464fc66d9009e,0,0,1,1,0,0
6c07a9b6e15457e3dbd70cb7b6d59210,0,0,6,0,0,0
29dc886dccd9716f9710d71ec80a4738,0,0,5,0,0,0
88c99a3426ef009f0a0eec7a82547a15,0,0,4,0,0,0
699d83add9739d1fab5ba8fbe3eecc62,0,0,4,0,0,0
3d67e469a35a4c8da8e0c7914ac9ca9c,0,0,2,0,0,0
7b6daeaa6f0bf75b5eac3e9ef8dac2f5,0,0,4,0,0,0
4ada014b79152755f6350ae6ac1b1f0d,0,0,3,0,0,0
115023c2642e93ca6ea578be425bc6ea,0,0,2,0,0,0
d1bd5efd03eb7a605d8e25adb8ea5641,0,0,6,0,0,0
9aafadb54e3c68d4637f959b03daabaf,0,0,3,0,0,0
b911e5cf21accab7b4fcad75c394b58f,0,0,2,0,0,0
d79cca59dd0955b39c2e114600aaf25e,0,0,2,0,0,0
2c4f72946d562dd0584104e45bb4078d,0,0,4,0,0,0
fe6e4a048b307a485abe8a5ea53c60a3,0,0,4,0,0,0
ff25266c62df7bbdfd84aa90bab8e5be,0,0,1,0,0,0
28f89ebf70e4760e66b020d8f1d1e019,0,0,4,0,0,0
1492a9281e2259eee699e1e2799b0724,0,0,4,0,0,0
cc96f63bf922d89426f3f1fb52ad1758,0,0,3,0,0,0
a99ff143e1fef75f0d1e19c6e0e55868,0,0,3,0,0,0
ee5633f052f1ff2850577fe317b97690,0,0,3,0,0,0
38a7b389f15554f53b16723f15993eeb,0,0,4,0,0,0
85a4c694a10b21b8d38b0539613de2c4,0,0,3,0,0,0
6d522d482b5472c5c2b31174109372f1,0,0,5,0,0,0
db0bb188b5dd77705926ddcd13d306da,0,0,2,0,0,0
bb474fc44556761545d3118509b84c5a,0,0,4,0,0,0
df19bbea285f6d8b996db1c3c0d1d051,0,0,1,0,0,0
f054a5b4def7f5127834af97a6ebdfc8,0,0,3,0,0,0
eb9801d4db0991ddd3aeb8b7bdf8a4c6,0,0,1,0,0,0
546dcef5c1e22c967d8d20b7c28dcc45,0,0,2,0,0,0
0b66c1e8f63fe2965def341ec3414c17,0,0,3,0,0,0
2ab54278396c4c2c90f03df15ffdd760,0,0,9,0,0,0
41962fea6a6519c54b03e63d1e32860c,0,0,3,0,0,0
79037c9a59cbd52901389dc95c1c25be,0,0,4,0,0,0
4efac0bfdbf8cfaf956c6e890834e754,0,0,3,0,0,0
10c815dd5ced132c525c66dfb865ee88,0,0,2,0,0,0
9f14e8979f4d2ec7504cf27082e6a301,0,0,2,0,0,0
19391b493d52d28c02e0c3be4000288a,0,0,2,0,0,0
1fcc21c8e676711cbbdbbb45fb09816c,0,0,1,0,0,0
a48fca67163625477189ff5d0a0fd640,0,0,2,0,0,0
4ce24a99749e89e202a5eda89ba3b1e4,0,0,2,0,0,0
cb3f8e6ae1da36653a6fd4c27f70af84,0,0,1,0,0,0
1eec87cd5848b0993d5ff07cdc5a148d,0,0,5,0,0,0
7d9e1baa1cd5373858823c959c671109,0,0,1,0,4,0
0b9b2595c787d8943ee6fecb714ac31f,0,0,6,0,0,0
d2a7794a3dd2caccac88e451f0935fd4,0,0,5,0,0,0
2748a642f7f61cff0ec1764861dc27c5,0,0,6,0,0,0
0c2489fe9bc5e82cc95c6f051214437a,0,0,2,0,0,0
cdbdfcf9d07df5f505d3d118284fd7c7,0,0,1,0,0,0
d8017ec92d652a95fad3d322527b5cb0,0,0,3,0,0,0
ae0adb6ea3db5be715af17ffc02fb2a3,0,0,4,0,0,0
d1fd887b165b61084b6969bb011a314d,0,0,2,0,0,0
50132d8fd5305af7fae96c375b6ab148,0,0,5,0,0,0
b7b8e9b30b8df73864736c17e42405de,0,0,0,5,0,0
e1f9288d43a75b70694b23134ecc1f65,0,0,0,3,0,0
a3076a44966823943844c03f470d1dcc,0,0,0,7,0,0
886999d8fee826702ad164dd0eb17d48,0,0,0,3,0,0
215f8af134aa22e4ccf971149216d29c,0,0,0,2,0,0
052e684c0d9b63fe63d5b67af308f5fa,0,0,0,7,0,0
a60cdc60846a075d2e6bf246113e1f1b,0,0,0,6,0,0
0b700d409559934e27ee35a5fc5d616e,0,0,0,7,0,0
2ccda5d1199912d1111454c959a1ed2d,0,0,0,3,0,0
81252628da9152ea165cdbb32fa075f4,0,0,0,9,0,0
cfdbd48e3dbdacf9dfe4e3cba7602633,0,0,0,2,0,0
e63cb9188f9224dc36583a1ff46c9357,0,0,0,2,0,0
ad16b779f2ec6d8afc200de7c5d2f39a,0,0,0,9,0,0
6dc775bdd59a52678fc22fefa4f18cc6,0,0,0,4,0,0
aa8fd47d8fee9f754738978be5b1c64f,0,0,0,4,0,0
5974018c420a83e685837db5024e40a1,0,0,0,3,0,0
eb36d27ad54ed1dfa54f455a1cfe990e,0,0,0,6,0,0
aed369b22b7fe208937d9d551eca4d72,0,0,0,2,0,0
a1c7c88d2c82c70ccdf816e6d0802873,0,0,0,8,0,0
60d56d90b5e7b7b8f39adca4302befd8,0,0,0,4,0,0
ea430ef1dad05c3dfa1438168d3a215d,0,0,0,10,0,0
85fef987bb59f655366d4e58288781b7,0,0,0,2,0,0
51945db7f44fd578c19715caf2f7fb78,0,0,0,3,0,0
8cd24be46ee07e081a3b4fee3125185a,0,0,0,6,0,0
52aa9f8347b443624b187b9b5573450e,0,0,0,5,0,0
5aca815f2e9605cb626d5db9a55e2bc3,0,0,0,2,0,0
0a8fdcdeab017a6d5ed17922420f8aaa,0,0,0,5,0,0
699ca7df8aa06e3402a7034d0569a2de,0,0,0,7,0,0
1f81c0c7ed567ad40a1d74191783990b,0,0,0,6,0,0
b636f403142603b880969ca35ade457e,0,0,0,5,0,0
83957e33b0cb2f9a62e539d1290e5007,0,0,0,5,0,0
1da10be36f683c3e679b99b19b2fa0c2,0,0,0,10,0,0
17bd74132ce954f6ef7aebe3e5ba9151,0,0,0,6,0,0
249fd630307021a7bed0dac2662a8bae,0,0,0,6,0,0
75ae4ce2a9c16004d4c508da5e12325a,0,0,0,5,0,0
301ca05e6677d58e8e5d62e9028e7131,0,0,0,5,0,0
230430e7c8771022fbda1708ffeda64c,0,0,0,6,0,0
a6295411778e4821302b00966a783468,0,0,0,1,0,0
23e27c742ff15839e0985b10ef465494,0,0,0,4,0,0
9703bffdccb4590daffd74bb36fc1c68,0,0,0,4,0,0
bb46a439f224a814600c27fef4437f3b,0,0,0,3,0,0
be5d8556d344a68a3f69f82f9cc034ec,0,0,0,7,0,0
e38d33101788c6462f676dec4dfd3466,0,0,0,7,0,0
217fe494078a87aad01aee5114b05479,0,0,0,2,0,0
7bd2304e6c5934d2843c745de5becaf1,0,0,0,7,0,0
e16867c384f063abee525991fd688361,0,0,0,5,0,0
fda74e0d13d3d930c3d5769f49a638e3,0,0,0,7,0,0
df81a73e5b4152800afd8687425ee1cb,0,0,0,6,0,0
bb26fe04b70afe78d0133829cfa4797a,0,0,0,6,0,0
c344d68a0e8e1d3223c1e09f67ad6e43,0,0,0,7,0,0
8c9128462d467b97ec0f12a9e43367b8,0,0,0,4,0,0
38f7c7c5f45973691e9f064bbe5ce7a7,0,0,0,4,0,2
8014b71cef1425c4fcebe78e7767938d,0,0,0,3,0,0
cba41a19954627966771afe8cdcd4219,0,0,0,3,0,0
86bf557d19681cfbbe7bd19fc9f38267,0,0,0,1,0,0
e580695738e65b5104f4c5396f222ecb,0,0,0,4,0,0
656ee310b2fe3136a431cd2385466dfa,0,0,0,4,0,0
b3fc96bdab7187614a1afb9d8dc1db78,0,0,0,3,0,0
744757c0319284d54457ca41dde70087,0,0,0,2,0,0
b120d396329ea0b71e128e48fe92133b,0,0,0,5,0,0
19d7be6bd20b32246a320799397922de,0,0,0,2,0,0
4b161df53f9ef32c7c17e7d82682e1a3,0,0,0,3,0,0
ff401a6baa1fb88e53bfd2befe5b5d0b,0,0,0,6,0,0
94222c11c5558453d7468232440e9c5a,0,0,0,3,0,0
b21408282409ac4d9e97422769ea56c9,0,0,0,10,0,0
f935d13bea336bd199b1566c7d73a9ff,0,0,0,5,0,0
dc885b5db5f9d0bd70a7aa6303730db3,0,0,0,3,0,0
a3d65831e0ab40e5ac0bfd51a972ad47,0,0,0,5,0,0
299242f9ff7348910899c6a03560ec2b,0,0,0,2,0,0
ab17a6ac634f01b5d7fb0634333a2323,0,0,0,3,0,0
4ea8c7538176e777c6b184681b59698f,0,0,0,6,0,0
5377f96e04505c270e7139c55e00f077,0,0,0,5,0,0
3e78be31a817e236946429b0e8b9103b,0,0,0,4,0,0
8565638e9d8288744d89fc08007c9211,0,0,0,3,0,0
7b26ac66d221561dba14f19c8806877c,0,0,0,6,0,0
f2a88d4e33bd097206d601104333c54b,0,0,0,6,0,0
a0a91a15417dea0d2f51123f2776b082,0,0,0,5,0,0
e6b150758bf48c7e511277379bf7309c,0,0,0,4,0,0
175b43887c7f0a9413b967fbd8617e16,0,0,0,9,0,0
82e9c390fd15539f46d7a36ddefdf5be,0,0,0,6,0,0
41ec87204a959b7aecfb3970234313c5,0,0,0,1,0,0
4ab0884d64b18a604e0950dfd90d6549,0,0,0,3,0,0
d5bc7311b4738be5a302137735762a14,0,0,0,3,0,0
d3ad1a0704de3be5e777c357a1fb19ff,0,0,0,5,0,0
6a13d0f14c33496ff995462a42a81bd7,0,0,0,5,0,0
4ccb8dda88e18196a2e603211b4468a2,0,0,0,3,0,0
50422520ccd740955817958ea0c28c52,0,0,0,5,0,0
79a8f86427461446b8c2a6b6c512d9fc,0,0,0,5,0,0
25dbcb5c62373845faf162f118de9d28,0,0,0,5,0,0
8dfe69d21b32ab8cd21bb154001228ac,0,0,0,4,0,0
aa60d4f8ae4d537d2af2236676373313,0,0,0,1,0,0
77be02ce20b8719e841f27925147e35f,0,0,0,2,0,0
46b81dc55fbcf3fa208c79c9580fbdc9,0,0,0,6,0,0
1f26f6dac9dae189ebf4e16d900676e5,0,0,0,6,0,0
9cf6da4228e7bc01c22b3f4428346bc8,0,0,0,5,0,0
b49952bdea6bb1c788b791d834ca6103,0,0,0,8,0,0
086977bac132ec876f73ae6894b4ca3e,0,0,0,3,0,0
f2368c01c43b6af2d7c74000cec1117c,0,0,0,6,0,0
69205d723083b229a3d6e1acbaf769a9,0,0,0,5,0,0
e5d972f41e3cccc69f161d5b36a8a8d6,0,0,0,3,0,0
071a3a32f61f1ed7637fea0b13b1e2ec,0,0,0,11,0,0
e39e4762d5fa69c66340a958aeaa3be3,0,0,0,4,0,0
ed02edd8654e025a667acd92719cb91e,0,0,0,3,0,0
02a7140f27a1310251f2df2f957f2869,0,0,0,5,0,0
c74b7316e436e31f6a9ebddaec75c924,0,0,0,2,0,0
51bbcce7be446c1b7c0b49e9961bfc79,0,0,0,2,0,0
e5614ca9841408d5bfb91af330e2cc51,0,0,0,4,0,0
932474b8ea1585337deab0fdb3ee3084,0,0,0,7,0,0
1f564bbab14689d088c528d42d5daf67,0,0,0,5,0,0
e9cb9b10368b4a1f4091dc86b6be8056,0,0,0,1,0,0
e43fa94b1e9e3093658cab84365f2830,0,0,0,5,0,0
3acbed481f5bfc601262f2517f4fa457,0,0,0,6,0,0
cde2a249521f6d0808e20f05fc00456d,0,0,0,2,0,0
ce1305b050315ff1fdc80e142bb3a9f0,0,0,0,1,0,0
dbc591997aac64fdb2f68465246ab104,0,0,0,5,0,0
868b5436a8f10a9ed872c0f2d19de323,0,0,0,2,0,0
3ebe761bfb1238c87195d431f41bf976,0,0,0,4,0,0
e68f598fb884babe63d62ad97347f70d,0,0,0,5,0,0
84170996a779ddc4150e46d419625c06,0,0,0,2,0,0
7f4b17862232ed2e1ec1ce87319228fc,0,0,0,3,0,0
592fe052e138e267893340264b2e9ce4,0,0,0,1,0,0
5de03dd3b98a3f61b5cafe6eb8a64dc3,0,0,0,1,0,0
1008db0a92f40048aba8fcc36df00adb,0,0,0,2,0,0
5fc8cadd94b269f54fd862d49bfb348c,0,0,0,8,0,0
a6da67782492d9b22780f09ed5aaa355,0,0,0,6,0,0
91368b1600af5083105d2ecc9e384693,0,0,0,6,0,0
7467746c8deebaf6ad431e32706af72d,0,0,0,0,0,2
ce6ca4d9d8a10fbf017c934216d92f45,0,0,0,5,0,0
9c4c3d4d514d6f8e90bc6890d3ddc39f,0,0,0,1,0,0
5a3b3b3562381b805cc18dd92a966cf0,0,0,0,2,0,0
d6c4c5c7d25b7abb9986e5c2b76c3189,0,0,0,2,0,0
60fbc291ff8eef99ea7ab8263e381c35,0,0,0,2,0,0
10f88fd8a9f0ddc03525eaf60335ff70,0,0,0,3,0,0
87576eac2702b5050b4a12e475763c47,0,0,0,7,0,0
8075b02fa6b5d88a1d0a3ed0362b382a,0,0,0,3,0,0
3951abe13a18c2fc58fe8636e7f289b7,0,0,0,1,0,0
d7d067cc0a02660f6de7f6313b9e5a40,0,0,0,4,0,0
26b6d555823c43ff253ff556cd2a30f1,0,0,0,3,0,0
9d7bfce4fa0d750662891158e0989977,0,0,0,6,0,0
62e5b87da2319d4fd0fb7ed8c8d0d5b8,0,0,0,3,0,0
1a257b718178788d88095d3bd24d6a77,0,0,0,5,0,0
56e2067526a683fe7c70b2e03619cb63,0,0,0,3,0,0
24c6b0679f053ff52170c47bf83ee5ce,0,0,0,2,0,0
030e3aa26ccf56eaccdcb853376c6ea0,0,0,0,2,0,0
b25c5bca9f77ecdcba6484988aa7254f,0,0,0,3,0,0
e4de12242343c43a0ae93be6888cf66f,0,0,0,2,0,0
0cc2f6b665ec5c52c536620d02fadec2,0,0,0,1,0,0
b1854e08179f899a9c3e7fe89b6d3153,0,0,0,2,0,0
055a3733dcad8ee6353a2cb7618b259b,0,0,0,1,0,0
5dec0514bcd3fcf2cc6cb10c29c6f953,0,0,0,6,0,0
70e853a47711628502fe060cd4c54403,0,0,0,6,0,0
930cb6bc883a5fd51e9ef28583354276,0,0,0,4,0,0
9cb22780db31c9eae196d419fd248169,0,0,0,2,0,0
1aa6256f7fb164f1d5168337dc30ed65,0,0,0,3,0,0
5babcdc5b6c8792fafa1ff54fe4a24cb,0,0,0,4,0,0
ae5dfd518c559152300a37b143c286cb,0,0,0,1,0,0
a9db1b68e1bb6748beb5bf3f1d1f4966,0,0,0,5,0,0
4d6add353839e7f50c0984ceea52d665,0,0,0,3,0,0
6b780b225c577738147cb42b2f3a3e40,0,0,0,3,0,0
13ed88a37b99b8eb06f65a6d164c2c20,0,0,0,2,0,0
659aeca3b05302a3d63303308cea5525,0,0,0,4,0,0
8805807e11b724568a419effa6914c94,0,0,0,1,0,0
310fd96b5500fae9485217c470befd6a,0,0,0,2,0,0
480d9430c297cb5498447341e5a74eed,0,0,0,7,0,0
f7af096df1927d1682f490bf291f92e8,0,0,0,1,0,0
0db4d1ace3d13ecf843c7d8c087c42a1,0,0,0,2,0,0
f727189385e20de561657f3c8e073497,0,0,0,3,0,0
c7876e056fb1358d069c4ee0e874d3ba,0,0,0,2,0,0
5895dad39c2ceadc6ca7eb0b7b1c4934,0,0,0,4,0,0
8793e1f93ee2a65f6840f71f1868c816,0,0,0,2,0,0
cc02d8e02665dcb672be926e61f5d0ec,0,0,0,0,2,0
d378349fdcef174c18141a39d5a5ac04,0,0,0,0,4,0
8247166a45a2eacf8abd2cf155a6979e,0,0,0,0,2,0
f00211c15a717414c38ed9d5442ec44f,0,0,0,0,2,0
f6f5dd8d0ff210b1e15b84f30729efdf,0,0,0,0,4,0
51d9d4d5a00f564f778ddb79c09e11d7,0,0,0,0,3,0
e092c9af8a786a4fc592835cc30fdbb4,0,0,0,0,6,0
c0b8b6f32bf28ef5633bda0fc538c63e,0,0,0,0,6,0
186a392679ff2c14633aecd3dddeeed8,0,0,0,0,6,0
a1a53a03cc2c82504fffa06622fc338e,0,0,0,0,5,0
3d6b6814b6bb1fb64ef96b7f0f200e64,0,0,0,0,10,0
2db833ca85c73cda9e9e7af887e0edd5,0,0,0,0,4,0
e7daa1c37aae9903f306dd075355dddf,0,0,0,0,3,0
899c3895cbb8540fbff7cbdca7f8141c,0,0,0,0,4,0
af00971f181a19a948fc80eff6d086e2,0,0,0,0,2,0
8737bbfc026bea351c2c792ac3afe0a0,0,0,0,0,7,0
10426b808dd289f0c93ec222c5a836dc,0,0,0,0,4,0
5fb80384b739aec4f8d63f77336887f3,0,0,0,0,3,0
9920ba5aeb861af0b4b205fb3cfc8af1,0,0,0,0,7,0
7f2bc267cc01e8596f0b7ecc5bd72e4e,0,0,0,0,1,0
2d60b49b701c54d3422a4a59f09f738f,0,0,0,0,3,0
d42d7f93f216cc1c2edb644f5d71ebf6,0,0,0,0,1,0
31ac5a5f2875b8d67ada619e6fff0a04,0,0,0,0,1,0
15a930b82ff71f2c0279dbfc9bb01939,0,0,0,0,7,0
f8877d03330683875ac602fec880d51a,0,0,0,0,1,0
36d991b676b3c400fcb30f8007f7cc86,0,0,0,0,6,0
